,Name,Author,Read,Home?,Series,# of Pages,Language,Purchase Year,Non Fiction,Publisher,Purchase Location
1582,13 Küçük Mavi Zarf,Maureen Johnson,TRUE,FALSE,FALSE,,Turkish,-,FALSE,Epsilon,-
1583,13 Mavi Kedi,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1584,19. Departman,Will Hill,TRUE,FALSE,TRUE,,Turkish,2012,FALSE,DEX,-
1585,1960'tan Günümüze Türkiye Tarihi,S. Aydın & Y. Taşkın,FALSE,TRUE,FALSE,,Turkish,2017,TRUE,İletişim Yayınları ,D&R
1586,1984,George Orwell,TRUE,FALSE,FALSE,,English,2014,FALSE,Penguin Books,D&R
1587,2001: Bir Uzay Destanı,Arthur C. Clarke,TRUE,FALSE,TRUE,,Turkish,2019,FALSE,İthaki Yayınları,D&R
1588,2010: İkinci Uzay Destanı,Arthur C. Clarke,FALSE,TRUE,TRUE,,Turkish,2024,FALSE,İthaki Yayınları,İlknokta
1589,22/11/63,Stephen King,TRUE,TRUE,FALSE,,Turkish,2020,FALSE,Altın Kitaplar,Kitapyurdu
1590,24 Saat Açık Kitapçının Sırrı,Robin Sloan,TRUE,FALSE,FALSE,,Turkish,2014,FALSE,Trend,-
1591,3üz,"Grant Morrison, Frank Quitely",TRUE,TRUE,FALSE,232,Turkish,2021,FALSE,İthaki Yayınları,Amazon
